Date,Quantity,Like ,Cmt,Share,weather,BA,PI,CS,PQ,PP,AC,PC
08/02/2024,  242.583 ,0,0,0,0,2.35,1.33,4.39,03.06,1.49,04.05,4.11
09/02/2024,  184.026 ,0,0,0,0,0.72,2.64,1.44,06.09,4.00,4.37,2.31
10/02/2024,  293.515 ,0,0,0,0,3.24,4.45,3.83,1.86,1.94,5.38,2.41
11/02/2024,  269.260 ,0,0,0,0,1.38,2.25,3.44,1.95,2.50,4.85,4.21
12/02/2024,  270.782 ,0,0,0,0,1.81,2.30,2.88,1.87,2.66,4.71,2.88
13/02/2024,  290.643 ,0,0,0,0,2.11,4.97,3.25,2.22,3.30,2.31,3.33
14/02/2024,  295.852 ,0,0,0,0,1.65,4.36,2.58,2.84,2.56,4.28,2.14
15/02/2024,  280.056 ,0,0,0,0,1.65,3.40,1.79,3.30,4.55,05.05,3.39
16/02/2024,  274.670 ,0,0,0,0,2.44,3.97,03.01,1.62,3.47,4.43,02.09
17/02/2024,  251.989 ,0,0,0,0,2.28,2.97,3.38,2.67,3.13,4.35,3.67
18/02/2024,  252.979 ,0,0,0,0,1.48,1.77,2.71,3.92,2.79,3.75,3.61
19/02/2024,  247.888 ,0,0,0,0,2.53,2.32,3.46,3.98,3.64,3.12,2.82
20/02/2024,  238.685 ,0,0,0,0,1.85,1.46,2.56,2.45,3.68,3.82,4.75
21/02/2024,  230.343 ,0,0,0,0,2.31,2.18,4.38,2.74,04.08,3.79,1.50
22/02/2024,  227.576 ,0,0,0,0,1.65,2.87,2.68,3.60,1.34,4.65,3.77
23/02/2024,  245.913 ,0,0,0,0,2.82,2.13,2.72,4.17,2.36,3.79,2.72
24/02/2024,  254.159 ,0,0,0,0,2.53,2.10,5.32,4.12,3.64,3.72,2.86
25/02/2024,  274.854 ,0,0,0,0,1.24,3.47,3.34,3.71,4.49,03.02,1.37
26/02/2024,  225.427 ,0,0,0,0,2.40,4.86,2.84,2.57,2.59,5.10,1.96
27/02/2024,  232.710 ,0,0,0,1,2.50,2.91,2.37,3.25,2.35,2.55,3.66
28/02/2024,  234.742 ,0,0,0,0,1.13,3.37,1.86,5.63,2.63,1.97,3.22
29/02/2024,  235.355 ,0,0,0,0,1.73,4.84,03.09,2.92,4.86,4.49,2.51
01/03/2024,  241.829 ,0,0,0,0,2.11,4.30,3.52,4.30,3.76,3.22,1.83
02/03/2024,  251.824 ,0,0,0,0,03.01,2.92,2.10,2.98,0.87,3.11,5.33
03/03/2024,  257.249 ,0,0,0,0,1.71,4.54,4.68,2.40,3.68,3.86,3.32
04/03/2024,  203.235 ,0,0,0,0,2.77,1.83,03.08,3.78,2.67,2.51,2.74
05/03/2024,  203.987 ,0,0,0,0,01.04,3.45,3.84,04.04,3.46,4.64,4.32
06/03/2024,  222.727 ,0,0,0,0,1.32,03.08,4.00,1.90,1.66,2.84,5.30
07/03/2024,  249.613 ,0,0,0,0,2.20,2.78,3.12,06.09,03.09,4.89,4.00
08/03/2024,  378.492 ,2100,137,5,0,2.69,03.02,3.87,3.58,4.24,5.66,3.54
09/03/2024,  250.402 ,0,0,0,0,2.17,2.59,4.27,2.21,03.09,4.21,1.45
10/03/2024,  266.581 ,0,0,0,0,1.88,3.20,2.84,3.20,1.64,5.39,1.94
11/03/2024,  209.217 ,0,0,0,0,1.90,3.96,4.20,3.00,2.70,4.69,3.16
12/03/2024,  207.482 ,0,0,0,0,2.68,4.65,3.28,4.00,1.34,2.40,4.27
13/03/2024,  199.909 ,0,0,0,0,2.81,1.72,1.97,3.97,3.34,3.20,2.77
14/03/2024,  209.362 ,0,0,0,0,3.24,2.98,3.47,2.59,4.49,5.39,3.20
15/03/2024,  218.319 ,0,0,0,0,1.77,2.39,2.97,04.06,3.47,2.71,3.91
16/03/2024,  237.234 ,0,0,0,0,1.55,4.58,3.70,4.12,1.99,5.32,3.22
17/03/2024,  252.399 ,0,0,0,0,03.06,2.31,2.59,3.15,1.31,1.20,3.76
18/03/2024,  198.500 ,0,0,0,0,2.60,03.03,1.50,04.03,3.85,3.89,2.48
19/03/2024,  201.163 ,0,0,0,0,1.59,4.53,3.89,4.91,3.34,4.91,1.27
20/03/2024,  213.685 ,0,0,0,0,2.66,1.33,2.88,3.46,4.75,2.40,2.15
21/03/2024,  209.759 ,0,0,0,0,1.48,4.13,2.80,02.09,1.95,5.13,1.65
22/03/2024,  224.542 ,5600,688,104,0,2.28,4.32,4.13,3.20,1.67,3.26,05.03
23/03/2024,  230.265 ,0,0,0,0,2.96,1.89,2.73,3.25,1.89,1.54,1.94
24/03/2024,  226.130 ,0,0,0,0,1.65,4.83,3.56,04.04,3.45,5.38,3.62
25/03/2024,  181.357 ,0,0,0,0,1.13,4.22,02.01,2.84,2.58,3.71,2.46
26/03/2024,  190.928 ,0,0,0,0,1.85,3.13,2.42,4.23,4.38,4.77,3.46
27/03/2024,  199.144 ,0,0,0,0,1.90,1.42,2.56,5.33,3.76,2.30,04.03
28/03/2024,  198.540 ,991,51,17,1,1.96,4.42,3.74,2.78,3.32,3.57,5.45
29/03/2024,  204.587 ,2391,342,77,0,2.36,1.91,3.56,2.86,3.24,1.87,4.54
30/03/2024,  231.238 ,2391,342,77,0,1.54,04.03,3.36,3.78,1.87,4.65,4.69
31/03/2024,  231.147 ,2391,342,77,0,0.72,4.53,02.05,3.46,1.34,1.20,2.48
